TheKey	FName	LName	City	StateProvinceName	Country	BDate	MS	GN	YearlyIncome	UName	TotalChildren	NumberChildrenAtHome	HouseOwnerFlag	NumberCarsOwned
23589	Amanda	Baker	Imperial Beach	California	United States	1978-04-02	M	F	100000	amanda59 	1	0	1	2
23590	Austin	Brown	La Jolla	California	United States	1972-07-09	S	M	120000	austin43 	0	0	0	3
23591	Justin	Henderson	Metchosin	British Columbia	Canada	1968-07-24	M	M	80000	justin1 	4	3	1	0
23592	Joseph	Jackson	Oak Bay	British Columbia	Canada	1969-03-21	S	M	80000	joseph18 	4	3	1	0
23593	Krystal	Zhou	Goulburn	New South Wales	Australia	1977-01-30	S	F	120000	krystal8 	0	5	0	4
23594	Paula	Diaz	Burlingame	California	United States	1964-12-03	S	F	70000	paula5 	4	3	1	1
23595	Carrie	Rubio	Lille	Nord	France	1962-10-20	S	F	110000	carrie18 	2	4	1	3
23596	Katherine	Bradley	Paris	Seine (Paris)	France	1974-01-01	S	F	110000	katherine28 	2	4	1	3
23597	Meredith	Perez	Cambridge	England	United Kingdom	1968-08-13	S	F	150000	meredith21 	1	3	0	3
23598	Linda	Ramos	Esher-Molesey	England	United Kingdom	1963-05-21	S	F	150000	linda32 	2	3	0	4
23599	Mackenzie	Roberts	Leeds	England	United Kingdom	1962-10-13	S	F	150000	mackenzie27 	2	3	0	4
23600	Peter	Sharma	Lieusaint	Seine et Marne	France	1961-09-08	M	M	100000	peter15 	2	3	1	4
23601	Kari	Alan	Berlin	Hessen	Germany	1961-10-02	S	F	120000	kari28 	3	4	0	4
23602	Andrea	Lopez	Erlangen	Bayern	Germany	1972-11-10	M	F	120000	andrea43 	3	4	1	4
23603	Shane	Malhotra	Boulogne-Billancourt	Hauts de Seine	France	1971-12-09	M	M	90000	shane8 	2	1	1	2
23604	Troy	Kovar	Essen	Hamburg	Germany	1960-11-21	S	M	110000	troy4 	3	4	0	4
23605	Deanna	Sabella	Salzgitter	Hessen	Germany	1961-06-02	M	M	130000	deanna2 	3	4	1	3
23606	Kenneth	Raje	Kirkby	England	United Kingdom	1960-10-08	M	M	130000	kenneth12 	3	4	1	3
23607	Wayne	She	London	England	United Kingdom	1960-11-07	M	M	130000	wayne1 	3	4	1	3
23608	Jessie	Blanco	London	England	United Kingdom	1960-07-10	M	F	150000	jessie34 	3	4	1	3
23609	Clarence	Li	Courbevoie	Hauts de Seine	France	1960-11-05	S	M	70000	clarence39 	5	1	1	2
23610	Cory	Perez	Drancy	Seine Saint Denis	France	1950-04-22	M	M	70000	cory17 	5	1	1	2
23611	Dave	Natsuhara	Sèvres	Hauts de Seine	France	1949-09-01	M	M	80000	dave2 	5	0	1	2
23612	Rosa	Liu	Essen	Hamburg	Germany	1949-10-24	S	F	90000	rosa4 	5	0	0	2
23613	Clayton	Lu	Lancaster	England	United Kingdom	1949-08-21	M	M	130000	clayton10 	3	4	1	4
23614	Rachel	Cook	Oxford	England	United Kingdom	1951-03-09	S	F	130000	rachel32 	4	4	0	4
23615	Kendra	Suarez	Wokingham	England	United Kingdom	1950-10-11	M	F	160000	kendra19 	3	4	1	4
23616	Karen	Roberts	Saarlouis	Saarland	Germany	1952-01-30	S	F	120000	karen7 	4	4	1	4
23617	Kara	She	Lancaster	England	United Kingdom	1957-04-22	S	F	130000	kara1 	4	4	0	4
23618	Dale	Holt	West Sussex	England	United Kingdom	1952-02-01	M	M	170000	dale8 	4	4	1	3
23619	Ricardo	Tang	Essen	Hamburg	Germany	1964-07-11	M	M	110000	ricardo4 	3	5	1	1
23620	Roy	Arun	Oxon	England	United Kingdom	1959-01-11	M	M	160000	roy7 	3	4	0	4
23621	Felicia	Townsend	Drancy	Seine Saint Denis	France	1963-11-07	M	F	70000	felicia11 	5	2	1	2
23622	Darren	Moreno	Münster	Saarland	Germany	1957-12-09	M	M	110000	darren28 	4	5	1	2
23623	Jocelyn	Griffin	Lille	Nord	France	1962-08-07	M	F	80000	jocelyn20 	4	1	1	3
23624	Jillian	Malhotra	Frankfurt am Main	Saarland	Germany	1957-02-14	S	F	90000	jillian5 	4	1	1	2
23625	Micheal	Navarro	London	England	United Kingdom	1957-05-01	M	M	130000	micheal5 	4	5	0	3
23626	Ross	Mehta	Chatou	Yveline	France	1955-09-08	S	M	90000	ross14 	4	1	1	3
23627	Adrienne	Navarro	Erlangen	Bayern	Germany	1961-04-22	S	F	100000	adrienne6 	3	4	0	4
23628	Kara	Shen	Cheltenham	England	United Kingdom	1956-05-08	S	F	120000	kara3 	4	5	0	3
23629	Alfredo	Gill	London	England	United Kingdom	1955-10-01	M	M	130000	alfredo15 	4	5	1	3
23630	Dominic	Fernandez	Warrington	England	United Kingdom	1961-03-24	S	M	160000	dominic16 	3	5	0	3
23631	Colin	Wang	Saint Ouen	Charente-Maritime	France	1954-09-02	S	M	80000	colin1 	5	1	0	3
23632	Kristen	Zhou	München	Saarland	Germany	1960-08-01	S	F	120000	kristen7 	4	5	0	3
23633	Deborah	Chande	Paderborn	Nordrhein-Westfalen	Germany	1955-05-07	S	F	120000	deborah19 	4	5	1	3
23634	Ernest	Li	Stuttgart	Saarland	Germany	1960-07-17	M	M	130000	ernest3 	4	5	0	4
23635	Alvin	Luo	Maidenhead	England	United Kingdom	1954-09-24	M	M	160000	alvin28 	4	5	1	4
23636	Rachael	Gonzalez	Oxford	England	United Kingdom	1955-04-07	M	F	160000	rachael17 	5	5	0	4
23637	Yolanda	Jai	Croix	Nord	France	1965-04-09	M	F	80000	yolanda10 	5	1	1	3
23638	Nelson	Ruiz	Kirkby	England	United Kingdom	1953-10-16	M	M	120000	nelson2 	4	5	1	3
23639	Christy	Guo	Lancaster	England	United Kingdom	1952-11-05	M	F	120000	christy16 	5	5	1	4
23640	Bruce	Jiménez	Springwood	New South Wales	Australia	1980-07-07	M	M	70000	bruce28 	0	0	1	2
23641	Megan	Morris	Rockhampton	Queensland	Australia	1982-01-08	M	F	70000	megan29 	0	0	0	2
23642	Anne	Gutierrez	St. Leonards	New South Wales	Australia	1981-01-14	M	F	70000	anne12 	0	0	0	3
23643	Erica	Zheng	North Ryde	New South Wales	Australia	1980-05-21	S	F	70000	erica18 	0	0	0	3
23644	Allison	Young	Coffs Harbour	New South Wales	Australia	1985-09-29	M	F	70000	allison40 	0	0	1	4
23645	Curtis	Zheng	Melbourne	Victoria	Australia	1980-12-13	S	M	90000	curtis16 	0	0	1	2
23646	Jamie	Lu	Rockhampton	Queensland	Australia	1985-04-10	S	F	80000	jamie14 	0	0	1	3
23647	Wayne	Shen	Gold Coast	Queensland	Australia	1985-02-23	S	M	80000	wayne3 	0	0	0	3
23648	Karla	Chander	Gold Coast	Queensland	Australia	1980-01-25	S	F	90000	karla17 	0	0	0	3
23649	Naomi	Ruiz	Springwood	New South Wales	Australia	1980-04-12	S	F	90000	naomi2 	0	0	0	3
23650	Carolyn	Vazquez	Findon	South Australia	Australia	1979-12-05	M	F	120000	carolyn35 	5	5	1	4
23651	Marvin	Alvarez	Melbourne	Victoria	Australia	1978-07-26	M	M	90000	marvin5 	0	0	0	3
23652	Roger	Goel	Townsville	Queensland	Australia	1979-04-17	S	M	90000	roger47 	0	0	0	3
23653	Devin	Campbell	Sunbury	Victoria	Australia	1979-04-20	S	M	100000	devin39 	0	5	1	2
23654	Alisha	Wu	Sydney	New South Wales	Australia	1979-03-02	M	F	130000	alisha7 	4	5	0	4
23655	Grace	Murphy	Coffs Harbour	New South Wales	Australia	1978-05-21	S	F	90000	grace31 	0	0	1	3
23656	Naomi	Ramos	Sunbury	Victoria	Australia	1983-06-11	S	F	90000	naomi18 	0	0	1	3
23657	Alison	Jai	Gold Coast	Queensland	Australia	1982-10-29	S	F	80000	alison11 	0	0	0	4
23658	Ross	Arun	Malabar	New South Wales	Australia	1983-11-22	M	M	110000	ross6 	0	5	1	3
23659	Drew	Shan	Cranbourne	Victoria	Australia	1977-10-08	S	M	110000	drew11 	0	5	1	4
23660	Christy	Tang	North Ryde	New South Wales	Australia	1978-05-20	S	F	160000	christy23 	2	5	1	4
23661	Abigail	Washington	Port Macquarie	New South Wales	Australia	1977-06-25	S	F	90000	abigail38 	0	0	0	3
23662	Cynthia	Sanchez	Milsons Point	New South Wales	Australia	1981-11-02	S	F	100000	cynthia26 	0	5	1	4
23663	Neil	Dominguez	Wollongong	New South Wales	Australia	1981-08-31	M	M	100000	neil12 	0	5	1	4
23664	Sandra	Guo	Geelong	Victoria	Australia	1981-11-30	S	F	110000	sandra25 	0	5	0	4
23665	Crystal	Yang	Newcastle	New South Wales	Australia	1976-05-08	S	F	120000	crystal7 	0	5	0	4
23666	Olivia	Anderson	Tacoma	Washington	United States	1954-04-17	M	F	30000	olivia9 	4	0	1	2
23667	Harold	Arun	Bremerton	Washington	United States	1954-03-24	M	M	30000	harold4 	4	0	1	2
23668	Jessica	Hughes	Beaverton	Oregon	United States	1953-01-03	M	F	40000	jessica36 	4	0	1	2
23669	Sean	Torres	Oakland	California	United States	1942-10-31	S	M	50000	sean11 	3	0	1	2
23670	Mya	Henderson	Salem	Oregon	United States	1944-06-03	M	F	60000	mya7 	3	0	1	2
23671	Fernando	Thomas	Bremerton	Washington	United States	1944-08-04	M	M	60000	fernando10 	3	0	1	2
23672	Abigail	Flores	Puyallup	Washington	United States	1944-10-19	M	F	60000	abigail37 	3	0	1	2
23673	Kayla	Miller	Newton	British Columbia	Canada	1950-03-04	M	F	60000	kayla6 	3	0	1	2
23674	Jeremiah	Walker	El Cajon	California	United States	1944-11-06	M	M	60000	jeremiah11 	3	0	0	2
23675	Emmanuel	Prasad	Bellingham	Washington	United States	1945-11-15	S	M	60000	emmanuel9 	3	0	1	2
23676	Brandon	Diaz	Metchosin	British Columbia	Canada	1946-04-22	S	M	60000	brandon18 	3	0	1	2
23677	Charles	Lewis	Mill Valley	California	United States	1945-09-10	M	M	60000	charles25 	3	0	1	2
23678	Kelly	Diaz	Lincoln Acres	California	United States	1946-03-09	S	F	60000	kelly26 	3	0	1	2
23679	Jacob	Harris	Oak Bay	British Columbia	Canada	1947-05-05	S	M	50000	jacob12 	3	0	1	2
23680	Anna	Powell	Beverly Hills	California	United States	1952-10-08	M	F	50000	anna33 	3	0	1	2
23681	Jordan	Gonzales	Victoria	British Columbia	Canada	1946-07-05	S	M	50000	jordan14 	4	0	1	2
23682	Natalie	Harris	Langford	British Columbia	Canada	1952-05-07	M	F	50000	natalie81 	4	0	1	2
23683	Dana	Alonso	Bellflower	California	United States	1947-10-30	M	F	50000	dana24 	4	0	1	2
23684	Jasmine	Rodriguez	Grossmont	California	United States	1947-07-04	S	F	50000	jasmine17 	4	0	1	2
23685	Alexa	Reed	Lakewood	California	United States	1948-12-22	S	F	60000	alexa19 	4	0	1	2
23686	Rachel	Murphy	La Jolla	California	United States	1948-09-09	S	F	60000	rachel35 	4	0	1	2
23687	Melissa	Flores	Yakima	Washington	United States	1950-04-17	S	F	30000	melissa7 	5	0	0	2
23688	Olivia	Thomas	Novato	California	United States	1949-11-16	M	F	30000	olivia10 	5	0	1	2
23689	Kayla	Hall	West Covina	California	United States	1958-02-22	M	F	40000	kayla23 	4	0	1	2
23690	Angel	James	Daly City	California	United States	1952-12-02	M	M	40000	angel7 	4	0	0	2
23691	Karen	Hu	Bellingham	Washington	United States	1950-12-09	S	F	20000	karen29 	5	0	1	3
23692	Isaac	King	Redmond	Washington	United States	1961-10-05	S	M	20000	isaac41 	5	0	0	3
23693	Jacqueline	Jenkins	San Francisco	California	United States	1951-05-09	S	F	20000	jacqueline7 	5	0	0	4
23694	Brian	Brooks	W. Linn	Oregon	United States	1950-08-20	M	M	20000	brian13 	5	0	0	4
23695	Elijah	Coleman	Burlingame	California	United States	1951-02-11	S	M	30000	elijah9 	5	0	0	3
23696	Autumn	Li	Bremerton	Washington	United States	1951-04-25	S	F	30000	autumn3 	5	0	1	3
23697	Cody	Kelly	Corvallis	Oregon	United States	1951-04-03	M	M	30000	cody2 	5	0	1	3
23698	Melissa	Coleman	Burbank	California	United States	1950-11-18	M	F	30000	melissa23 	2	1	1	2
23699	Nicholas	Walker	Downey	California	United States	1950-10-17	M	M	30000	nicholas3 	2	1	1	2
23700	Katelyn	Young	Lebanon	Oregon	United States	1956-05-08	M	F	30000	katelyn41 	2	1	0	3
23701	Marissa	Barnes	Novato	California	United States	1951-08-22	M	F	40000	marissa1 	5	0	1	3
23702	Eduardo	James	Coronado	California	United States	1952-02-01	M	M	40000	eduardo66 	5	0	1	3
23703	Jacqueline	Sanchez	Colma	California	United States	1952-03-05	M	F	40000	jacqueline42 	5	0	1	3
23704	Christopher	Moore	Lakewood	California	United States	1951-07-16	S	M	40000	christopher8 	5	0	1	4
23705	Jeremy	Bryant	El Cajon	California	United States	1951-10-01	M	M	40000	jeremy30 	2	1	1	1
23706	Mackenzie	Cooper	Edmonds	Washington	United States	1957-03-09	S	F	70000	mackenzie16 	5	0	1	3
23707	William	Anderson	Marysville	Washington	United States	1952-01-15	S	M	70000	william25 	5	0	1	3
23708	Victoria	Coleman	Beverly Hills	California	United States	1951-12-30	M	F	70000	victoria53 	5	0	1	3
23709	Devin	Perry	Downey	California	United States	1952-06-03	S	M	70000	devin46 	5	0	1	3
23710	Anna	Sanchez	Bremerton	Washington	United States	1953-02-17	M	F	40000	anna3 	2	1	1	2
23711	Fernando	Diaz	Sedro Woolley	Washington	United States	1953-03-16	S	M	70000	fernando63 	2	1	1	1
23712	Riley	Murphy	National City	California	United States	1952-12-06	S	F	70000	riley34 	2	1	1	1
23713	Arianna	Butler	Torrance	California	United States	1953-02-16	M	F	70000	arianna12 	2	1	1	1
23714	Joseph	Williams	Salem	Oregon	United States	1952-10-15	M	M	70000	joseph8 	2	1	1	1
23715	Isabel	Flores	Spokane	Washington	United States	1952-08-17	S	F	70000	isabel12 	2	1	0	1
23716	Kyle	Wright	Port Hammond	British Columbia	Canada	1953-02-08	M	M	70000	kyle47 	2	1	1	1
23717	Aidan	Griffin	Redmond	Washington	United States	1953-09-14	M	M	60000	aidan22 	2	1	1	1
23718	Nelson	Blanco	Burlingame	California	United States	1959-09-23	M	M	60000	nelson14 	2	1	1	2
23719	Marcus	James	Shawnee	British Columbia	Canada	1954-08-27	M	M	40000	marcus73 	2	1	1	2
23720	Anna	Davis	Woodburn	Oregon	United States	1954-11-21	M	F	60000	anna66 	2	1	1	2
23721	John	Clark	Downey	California	United States	1955-01-20	M	M	60000	john43 	2	1	0	0
23722	Andrea	Perez	Glendale	California	United States	1954-10-11	M	F	60000	andrea34 	2	1	1	0
23723	Jose	Phillips	Lincoln Acres	California	United States	1954-12-07	M	M	60000	jose43 	2	1	1	1
23724	Gabrielle	Hughes	Spring Valley	California	United States	1954-09-13	S	F	70000	gabrielle34 	5	1	1	2
23725	Dennis	Ware	Westminster	British Columbia	Canada	1956-04-02	M	M	40000	dennis0 	2	1	1	3
23726	Darrell	Xie	Burien	Washington	United States	1955-12-11	M	M	60000	darrell13 	2	1	0	2
23727	Bruce	Serrano	Colma	California	United States	1955-08-30	M	M	60000	bruce37 	2	1	1	1
23728	Paige	Kelly	Downey	California	United States	1955-08-20	S	F	60000	paige25 	2	1	1	1
23729	Marcus	Allen	Novato	California	United States	1956-03-01	M	M	70000	marcus26 	4	2	1	1
23730	Morgan	Rodriguez	Haney	British Columbia	Canada	1956-09-10	M	F	60000	morgan41 	2	1	1	2
23731	Jose	Thompson	N. Vancouver	British Columbia	Canada	1962-11-14	M	M	60000	jose77 	2	1	1	2
23732	Xavier	Wood	Bellingham	Washington	United States	1956-08-09	S	M	60000	xavier43 	2	1	1	2
23733	Natasha	Gomez	Bremerton	Washington	United States	1968-02-16	M	F	60000	natasha1 	2	1	1	2
23734	Melanie	Wood	Salem	Oregon	United States	1956-12-13	M	F	60000	melanie17 	2	1	0	1
23735	Amanda	Washington	Salem	Oregon	United States	1956-12-29	M	F	60000	amanda34 	2	1	0	1
23736	Sydney	Rivera	Walla Walla	Washington	United States	1957-06-08	M	F	60000	sydney10 	2	1	1	1
23737	Elena	Velez Amezaga	Beverly Hills	California	United States	1956-09-10	M	F	60000	elena0 	2	1	1	2
23738	Julian	Bennett	West Covina	California	United States	1963-10-07	S	M	70000	julian2 	2	1	1	2
23739	Virginia	Kapoor	Berkeley	California	United States	1958-04-18	M	F	70000	virginia2 	2	1	1	2
23740	Noah	Jackson	Redwood City	California	United States	1963-11-11	M	M	70000	noah52 	2	1	1	2
23741	Dana	Romero	Bremerton	Washington	United States	1958-05-02	S	F	70000	dana1 	2	1	1	2
23742	Morgan	Cox	La Jolla	California	United States	1959-01-01	M	F	60000	morgan58 	3	1	1	3
23743	Terrence	Xu	Maidenhead	England	United Kingdom	1985-07-05	S	M	20000	terrence5 	0	0	0	2
23744	Barry	Prasad	Colomiers	Garonne (Haute)	France	1985-10-21	S	M	20000	barry10 	0	0	1	2
23745	Dana	Vazquez	Paris	Seine (Paris)	France	1986-01-30	S	F	20000	dana7 	0	0	0	2
23746	Lane	Sacksteder	Paris	Seine (Paris)	France	1986-04-15	S	F	20000	lane1 	0	0	0	2
23747	Theodore	Romero	Cambridge	England	United Kingdom	1986-05-22	S	M	20000	theodore9 	0	0	1	2
23748	Yolanda	Pal	Les Ulis	Essonne	France	1983-08-16	S	F	30000	yolanda11 	0	0	0	1
23749	Brandi	Ashe	Paris	Seine (Paris)	France	1983-11-07	S	F	30000	brandi5 	0	0	0	1
23750	Tanya	Serrano	London	England	United Kingdom	1979-08-23	M	F	40000	tanya13 	1	1	1	0
23751	Lacey	Lal	Milton Keynes	England	United Kingdom	1980-03-20	M	F	40000	lacey43 	1	1	1	0
23752	Devin	Torres	Runcorn	England	United Kingdom	1980-06-03	M	M	40000	devin71 	1	1	1	0
23753	Arthur	Sara	Gloucestershire	England	United Kingdom	1978-09-10	S	M	30000	arthur12 	0	0	0	1
23754	Cassie	Goel	Paris La Defense	Hauts de Seine	France	1977-08-12	S	F	10000	cassie18 	0	0	0	2
23755	Louis	Wu	Frankfurt	Hessen	Germany	1983-05-06	S	M	20000	louis45 	0	0	1	2
23756	Omar	Jai	Les Ulis	Essonne	France	1978-06-07	S	M	20000	omar31 	0	0	0	2
23757	James	Roberts	Neunkirchen	Saarland	Germany	1977-11-08	S	M	20000	james53 	0	0	0	2
23758	Virginia	Malhotra	Paris	Seine (Paris)	France	1978-11-22	M	F	40000	virginia6 	1	1	1	0
23759	Clinton	Alonso	Frankfurt am Main	Hamburg	Germany	1979-06-16	M	M	40000	clinton5 	1	1	1	1
23760	Nina	Sharma	Bracknell	England	United Kingdom	1979-03-04	M	F	40000	nina10 	1	1	1	1
23761	Tonya	Pal	Saint Germain en Laye	Yveline	France	1978-01-16	M	F	20000	tonya11 	0	0	1	2
23762	Ruben	Ramos	Wokingham	England	United Kingdom	1983-09-17	S	M	30000	ruben40 	0	0	0	1
23763	Micheal	Romero	Paris La Defense	Hauts de Seine	France	1978-01-10	M	M	40000	micheal4 	1	1	1	1
23764	Alisha	Liu	Eilenburg	Brandenburg	Germany	1983-03-10	S	F	40000	alisha4 	2	2	1	0
23765	Kelly	Price	Neunkirchen	Saarland	Germany	1977-08-30	S	F	40000	kelly4 	2	2	1	0
23766	Cassandra	Martinez	Solingen	Nordrhein-Westfalen	Germany	1977-10-30	S	F	40000	cassandra19 	2	2	1	0
23767	Arianna	Bennett	Stoke-on-Trent	England	United Kingdom	1977-01-22	S	F	10000	arianna1 	0	0	0	2
23768	Joshua	Garcia	Runcorn	England	United Kingdom	1977-01-23	S	M	10000	joshua18 	0	0	1	2
23769	Natasha	Dominguez	Lancaster	England	United Kingdom	1976-07-03	S	F	10000	natasha12 	0	0	1	2
23770	Jamie	Carlson	Maidenhead	England	United Kingdom	1976-11-08	S	M	20000	jamie40 	0	0	0	2
23771	Julio	Gomez	Orly	Val de Marne	France	1976-08-03	S	M	20000	julio0 	0	0	0	2
23772	Cory	Raman	Berlin	Nordrhein-Westfalen	Germany	1976-07-05	M	M	20000	cory10 	0	0	0	2
23773	Jon	Cai	Saint Ouen	Charente-Maritime	France	1976-07-05	M	M	20000	jon41 	0	0	1	2
23774	Reginald	Harrison	Esher-Molesey	England	United Kingdom	1976-10-28	S	M	30000	reginald18 	0	0	1	1
23775	Cedric	Shan	Oxford	England	United Kingdom	1975-09-02	S	M	40000	cedric31 	2	2	1	0
23776	Cristina	Yuan	Stuttgart	Saarland	Germany	1975-10-20	S	F	40000	cristina6 	2	2	1	0
23777	Candice	Zhang	Milton Keynes	England	United Kingdom	1975-12-05	S	F	40000	candice8 	2	2	1	0
23778	Louis	Huang	Colombes	Hauts de Seine	France	1977-04-02	M	M	30000	louis44 	0	0	0	1
23779	Deanna	Dominguez	London	England	United Kingdom	1977-04-17	S	F	40000	deanna39 	2	2	1	2
23780	Mason	Stewart	Roubaix	Nord	France	1975-10-06	S	M	40000	mason24 	2	2	0	2
23781	Jordyn	Ross	San Gabriel	California	United States	1980-12-29	S	F	40000	jordyn3 	3	3	1	0
23782	Edward	Bryant	Port Orchard	Washington	United States	1980-12-18	S	M	40000	edward66 	3	3	1	1
23783	Zachary	Smith	Langford	British Columbia	Canada	1936-10-05	M	M	30000	zachary40 	1	0	1	1
23784	Preston	Arun	Beaverton	Oregon	United States	1977-10-20	S	M	60000	preston5 	0	0	0	0
23785	Taylor	Harris	Redmond	Washington	United States	1972-02-12	S	F	60000	taylor61 	0	0	0	0
23786	Carrie	Serrano	Bellingham	Washington	United States	1959-09-12	M	F	20000	carrie15 	3	0	1	2
23787	Adrian	Ward	Berkeley	California	United States	1960-02-01	S	M	30000	adrian5 	1	0	0	1
23788	Michael	Smith	Burbank	California	United States	1960-02-22	M	M	30000	michael33 	1	0	1	1
23789	Ryan	Walker	Concord	California	United States	1959-09-05	M	M	30000	ryan59 	1	0	1	1
23790	Isabella	Williams	Lebanon	Oregon	United States	1960-11-19	M	F	20000	isabella59 	3	0	1	2
23791	Aaron	Griffin	Walla Walla	Washington	United States	1961-04-12	S	M	20000	aaron20 	3	0	0	2
23792	Jessie	Wu	Burien	Washington	United States	1960-09-10	S	M	20000	jessie12 	3	0	0	2
23793	Ryan	Kumar	Burien	Washington	United States	1960-10-08	S	M	30000	ryan32 	1	0	0	1
23794	Abigail	Powell	Daly City	California	United States	1960-09-13	M	F	30000	abigail33 	1	0	1	1
23795	Lauren	Moore	Coronado	California	United States	1961-04-15	S	F	30000	lauren26 	1	0	0	1
23796	Miguel	Young	Redwood City	California	United States	1971-10-03	S	M	30000	miguel25 	1	0	0	1
23797	Nathan	Perez	Long Beach	California	United States	1961-08-30	S	M	20000	nathan40 	3	0	0	2
23798	Julia	Kelly	N. Vancouver	British Columbia	Canada	1962-03-12	M	F	30000	julia64 	2	0	1	2
23799	Carolyn	Chandra	Bellflower	California	United States	1962-08-14	M	F	20000	carolyn3 	2	1	0	2
23800	Kaylee	Cox	La Jolla	California	United States	1963-04-08	M	F	20000	kaylee8 	2	1	1	2
23801	Taylor	Wood	Salem	Oregon	United States	1962-09-05	M	F	20000	taylor27 	2	1	1	2
23802	Emily	Diaz	Salem	Oregon	United States	1968-11-19	M	F	20000	emily47 	2	1	1	2
23803	Bernard	Thames	Royal Oak	British Columbia	Canada	1962-11-14	M	M	20000	bernard1 	2	1	0	2
23804	Kristen	Ma	Bremerton	Washington	United States	1969-07-03	M	F	30000	kristen14 	2	0	1	2
23805	Luke	Hayes	Lake Oswego	Oregon	United States	1963-12-22	M	M	30000	luke12 	2	0	1	2
23806	Olivia	Foster	Langley	British Columbia	Canada	1964-02-16	M	F	30000	olivia61 	2	0	1	2
23807	Carson	Hughes	Daly City	California	United States	1963-08-10	M	M	40000	carson10 	1	0	1	1
23808	Spencer	Perry	Lincoln Acres	California	United States	1980-04-30	M	M	40000	spencer9 	1	0	1	1
23809	Danielle	Sanchez	National City	California	United States	1963-10-21	M	F	40000	danielle27 	1	0	1	1
23810	Sarah	Lee	La Jolla	California	United States	1964-03-08	M	F	40000	sarah24 	1	0	0	1
23811	Ethan	Powell	San Gabriel	California	United States	1969-12-31	S	M	40000	ethan5 	2	0	1	1
23812	Cameron	Butler	San Diego	California	United States	1970-09-15	S	M	40000	cameron9 	2	0	0	1
23813	Hannah	Bennett	Redwood City	California	United States	1965-01-03	S	F	40000	hannah24 	2	0	1	1
23814	Angela	Foster	Torrance	California	United States	1965-01-20	M	F	40000	angela19 	2	0	0	1
23815	Julia	Ward	San Carlos	California	United States	1965-05-25	S	F	40000	julia57 	2	0	0	1
23816	Natalie	Johnson	Coronado	California	United States	1964-12-22	S	F	40000	natalie69 	2	0	0	1
23817	Kaitlyn	Murphy	Lebanon	Oregon	United States	1965-02-12	M	F	40000	kaitlyn53 	2	0	0	1
23818	Cassidy	Gonzales	Chula Vista	California	United States	1983-11-13	M	F	50000	cassidy18 	0	0	1	0
23819	Vanessa	Washington	Vancouver	British Columbia	Canada	1984-04-10	M	F	40000	vanessa14 	0	0	1	0
23820	Isabelle	Diaz	Beaverton	Oregon	United States	1979-01-31	M	F	40000	isabelle20 	0	0	1	0
23821	Jordan	Lal	Edmonds	Washington	United States	1978-11-20	S	M	40000	jordan25 	0	0	1	0
23822	Sierra	Campbell	Portland	Oregon	United States	1979-03-02	M	F	40000	sierra6 	1	0	1	0
23823	Samuel	Davis	Bellflower	California	United States	1984-05-14	M	M	40000	samuel63 	1	0	1	0
23824	Edward	Carter	Downey	California	United States	1984-10-09	M	M	40000	edward12 	1	0	1	0
23825	Katherine	Coleman	Glendale	California	United States	1978-08-19	M	F	40000	katherine31 	1	0	1	0
23826	Dalton	Ross	Long Beach	California	United States	1984-09-17	S	M	40000	dalton49 	1	0	1	0
23827	Wyatt	Hall	Victoria	British Columbia	Canada	1983-09-21	S	M	50000	wyatt25 	1	0	1	0
23828	Carolyn	Carlson	Concord	California	United States	1977-04-18	M	F	70000	carolyn39 	1	1	1	0
23829	Anthony	Rodriguez	Langford	British Columbia	Canada	1978-05-23	M	M	50000	anthony6 	1	1	1	0
23830	Cameron	White	Metchosin	British Columbia	Canada	1978-03-05	M	M	50000	cameron31 	1	1	1	0
23831	Colleen	Jai	Beaverton	Oregon	United States	1977-08-07	M	F	50000	colleen35 	1	1	1	0
23832	Alexandra	Ramirez	Bellingham	Washington	United States	1978-03-19	M	F	50000	alexandra18 	1	1	1	0
23833	Kevin	Gonzales	Issaquah	Washington	United States	1983-02-07	M	M	50000	kevin19 	1	1	1	0
23834	Ethan	Long	Renton	Washington	United States	1977-12-04	S	M	60000	ethan6 	1	0	1	0
23835	Marcus	Jackson	Grossmont	California	United States	1983-08-08	M	M	70000	marcus12 	1	0	0	0
23836	Chloe	Carter	Lincoln Acres	California	United States	1977-08-03	S	F	70000	chloe7 	1	0	1	0
23837	Jonathan	Li	Concord	California	United States	1981-10-11	M	M	40000	jonathan25 	1	1	1	0
23838	Ariana	Ready	Coronado	California	United States	1976-02-19	M	F	40000	ariana18 	1	1	1	0
23839	Savannah	Howard	Colma	California	United States	1981-06-22	M	F	40000	savannah10 	1	1	1	1
23840	Mason	Ward	Chula Vista	California	United States	1981-12-02	M	M	40000	mason12 	1	1	1	1
23841	Sydney	Phillips	Woodland Hills	California	United States	1981-03-09	M	F	40000	sydney48 	1	1	1	1
23842	Connor	Bryant	Langford	British Columbia	Canada	1976-03-25	M	M	40000	connor12 	1	1	1	1
23843	Marcus	Patterson	Los Angeles	California	United States	1976-03-19	M	M	60000	marcus60 	1	0	0	0
23844	Alexandra	Gonzales	Port Orchard	Washington	United States	1974-10-29	S	F	60000	alexandra38 	2	2	1	0
23845	Madeline	Turner	Redwood City	California	United States	1975-02-11	S	F	60000	madeline4 	2	2	0	0
23846	Aidan	Diaz	Vancouver	British Columbia	Canada	1974-12-18	M	M	60000	aidan23 	2	2	1	0
